id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
1326,2023-08-02,09:45,Wednesday,Kolkata,Esplanade,Commercial,Foggy,Theft,31.2,Low,22.5941,88.4211,"A pickpocketing incident was reported in a crowded market in Esplanade, Kolkata."
1327,2023-02-01,08:45,Wednesday,Pune,Hadapsar,Residential,Foggy,Burglary,39.9,Medium,18.5111,73.8672,"Forced entry and burglary was reported at a residence in Hadapsar, Pune."
1328,2024-01-25,01:45,Thursday,Ahmedabad,Navrangpura,Commercial,Clear,Robbery,65.1,Medium,22.9725,72.5983,"A chain/bag-snatching robbery was reported on the main road in Navrangpura, Ahmedabad."
1329,2024-01-24,23:30,Wednesday,Mumbai,Malad,Commercial,Cloudy,Robbery,56.4,Medium,19.0547,72.884,"A chain/bag-snatching robbery was reported on the main road in Malad, Mumbai."
1330,2024-09-20,13:00,Friday,Ahmedabad,Vastrapur,Residential,Clear,Burglary,51.9,Medium,23.0435,72.5148,"Forced entry and burglary was reported at a residence in Vastrapur, Ahmedabad."
1331,2024-04-19,08:45,Friday,Mumbai,Bandra,Residential,Clear,Theft,42.1,Medium,19.078,72.8386,"A pickpocketing incident was reported in a crowded market in Bandra, Mumbai."
1332,2023-02-10,09:30,Friday,Hyderabad,Secunderabad,Residential,Foggy,Theft,34.8,Medium,17.4255,78.4506,"A pickpocketing incident was reported in a crowded market in Secunderabad, Hyderabad."
1333,2024-02-01,23:15,Thursday,Chennai,T Nagar,Commercial,Foggy,Robbery,61.2,Medium,13.0635,80.2927,"An armed robbery incident was reported at a shop in T Nagar, Chennai."
1334,2024-12-18,03:00,Wednesday,Chennai,Porur,Commercial,Cloudy,Robbery,51.7,Medium,13.1363,80.2782,"An armed robbery incident was reported at a shop in Porur, Chennai."
1335,2024-12-16,13:00,Monday,Ahmedabad,Paldi,Residential,Rainy,Theft,54.7,Medium,23.0193,72.5449,"A shop reported theft of goods overnight in Paldi, Ahmedabad."
1336,2023-03-08,02:30,Wednesday,Kolkata,Salt Lake,Residential,Rainy,Burglary,29.7,Low,22.5418,88.4152,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
1337,2023-06-15,02:15,Thursday,Mumbai,Andheri,Residential,Cloudy,Others,62.9,Medium,19.0608,72.8493,"A miscellaneous public-nuisance/disturbance case was reported in Andheri, Mumbai."
1338,2023-04-29,17:00,Saturday,Delhi,Nehru Place,Residential,Cloudy,Assault,79.6,High,28.7337,77.0894,"A physical assault was reported near a public gathering spot in Nehru Place, Delhi."
1339,2023-04-26,16:30,Wednesday,Bangalore,MG Road,Educational,Clear,Others,52.2,Medium,12.9499,77.5638,"A minor altercation/disturbance was reported near an institution in MG Road, Bangalore."
1340,2024-11-10,15:45,Sunday,Chennai,Adyar,Commercial,Foggy,Robbery,38.2,Medium,13.0891,80.2859,"A robbery was reported near Adyar, Chennai — valuables snatched from a pedestrian."
1341,2024-06-06,04:00,Thursday,Delhi,Dwarka,Residential,Foggy,Others,54.6,Medium,28.712,77.0721,"A minor altercation/disturbance was reported near an institution in Dwarka, Delhi."
1342,2023-09-26,13:00,Tuesday,Pune,Kothrud,Commercial,Foggy,Robbery,25.1,Low,18.5078,73.8198,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
1343,2024-04-05,19:15,Friday,Pune,Aundh,Residential,Cloudy,Others,37.3,Medium,18.5215,73.8455,"A miscellaneous public-nuisance/disturbance case was reported in Aundh, Pune."
1344,2024-05-24,02:45,Friday,Chennai,Guindy,Residential,Clear,Burglary,60.1,Medium,13.1072,80.3039,"A house burglary was reported in a residential complex in Guindy, Chennai while occupants were away."
1345,2024-02-07,08:45,Wednesday,Pune,Viman Nagar,Commercial,Rainy,Theft,31.6,Low,18.4997,73.8337,"A pickpocketing incident was reported in a crowded market in Viman Nagar, Pune."
1346,2024-01-31,22:15,Wednesday,Jaipur,Jagatpura,Commercial,Foggy,Robbery,56.9,Medium,26.9694,75.7912,"A chain/bag-snatching robbery was reported on the main road in Jagatpura, Jaipur."
1347,2024-10-06,08:30,Sunday,Mumbai,Kurla,Educational,Rainy,Assault,58.8,Medium,19.1272,72.8566,"An assault case was reported following an altercation in Kurla, Mumbai."
1348,2023-12-23,09:15,Saturday,Lucknow,Indira Nagar,Commercial,Rainy,Robbery,48.3,Medium,26.8184,80.9371,"A chain/bag-snatching robbery was reported on the main road in Indira Nagar, Lucknow."
1349,2024-12-05,09:15,Thursday,Chennai,Velachery,Educational,Rainy,Others,47.8,Medium,13.0472,80.2662,"A miscellaneous public-nuisance/disturbance case was reported in Velachery, Chennai."
1350,2024-10-15,07:15,Tuesday,Mumbai,Kurla,Educational,Rainy,Others,49.4,Medium,19.0756,72.8472,"A minor altercation/disturbance was reported near an institution in Kurla, Mumbai."
1351,2024-07-04,10:15,Thursday,Hyderabad,Begumpet,Commercial,Rainy,Robbery,37.3,Medium,17.441,78.5243,"An armed robbery incident was reported at a shop in Begumpet, Hyderabad."
1352,2023-07-13,08:45,Thursday,Bangalore,Koramangala,Residential,Foggy,Burglary,56.4,Medium,13.0101,77.5959,"Forced entry and burglary was reported at a residence in Koramangala, Bangalore."
1353,2023-02-22,13:45,Wednesday,Chennai,Guindy,Residential,Clear,Burglary,44.8,Medium,13.037,80.2324,"Forced entry and burglary was reported at a residence in Guindy, Chennai."
1354,2023-03-13,08:00,Monday,Bangalore,MG Road,Educational,Rainy,Theft,53.1,Medium,13.0008,77.5854,"A theft case was reported in MG Road, Bangalore — a two-wheeler was stolen from a parking area."
1355,2023-01-11,03:30,Wednesday,Lucknow,Hazratganj,Residential,Rainy,Assault,57.1,Medium,26.8132,80.9586,"A physical assault was reported near a public gathering spot in Hazratganj, Lucknow."
1356,2023-08-31,04:00,Thursday,Jaipur,Sanganer,Educational,Rainy,Assault,53.9,Medium,26.9684,75.7733,"An assault case was reported following an altercation in Sanganer, Jaipur."
1357,2024-08-07,23:30,Wednesday,Delhi,Karol Bagh,Commercial,Foggy,Robbery,82.1,High,28.6929,77.0715,"A chain/bag-snatching robbery was reported on the main road in Karol Bagh, Delhi."
1358,2023-08-14,08:00,Monday,Delhi,Dwarka,Residential,Clear,Assault,47.8,Medium,28.7137,77.1145,"A physical assault was reported near a public gathering spot in Dwarka, Delhi."
1359,2023-08-26,03:00,Saturday,Ahmedabad,Vastrapur,Residential,Foggy,Burglary,71.5,High,23.0512,72.5575,"Forced entry and burglary was reported at a residence in Vastrapur, Ahmedabad."
1360,2023-07-30,21:45,Sunday,Bangalore,Jayanagar,Commercial,Foggy,Robbery,51.9,Medium,12.9502,77.5945,"A chain/bag-snatching robbery was reported on the main road in Jayanagar, Bangalore."
1361,2024-09-13,06:30,Friday,Kolkata,Dum Dum,Commercial,Cloudy,Theft,29.9,Low,22.5965,88.3492,"A pickpocketing incident was reported in a crowded market in Dum Dum, Kolkata."
1362,2023-11-18,11:45,Saturday,Chennai,Adyar,Commercial,Rainy,Robbery,41.9,Medium,13.0504,80.2828,"An armed robbery incident was reported at a shop in Adyar, Chennai."
1363,2024-10-22,22:00,Tuesday,Bangalore,Whitefield,Industrial,Foggy,Robbery,56.3,Medium,12.9802,77.5777,"A robbery was reported near Whitefield, Bangalore — valuables snatched from a pedestrian."
1364,2024-04-01,13:00,Monday,Ahmedabad,Chandkheda,Commercial,Foggy,Robbery,45.0,Medium,23.0065,72.6311,"An armed robbery incident was reported at a shop in Chandkheda, Ahmedabad."
1365,2023-08-13,18:15,Sunday,Delhi,Dwarka,Residential,Clear,Assault,71.8,High,28.7354,77.0533,"An assault case was reported following an altercation in Dwarka, Delhi."
1366,2023-09-14,02:30,Thursday,Mumbai,Andheri,Residential,Foggy,Theft,59.6,Medium,19.0683,72.9222,"A theft case was reported in Andheri, Mumbai — a two-wheeler was stolen from a parking area."
1367,2023-11-16,05:00,Thursday,Chennai,Mylapore,Commercial,Cloudy,Theft,46.6,Medium,13.0914,80.3047,"A shop reported theft of goods overnight in Mylapore, Chennai."
1368,2024-07-15,15:45,Monday,Delhi,Rohini,Commercial,Cloudy,Assault,55.9,Medium,28.6675,77.128,"An assault case was reported following an altercation in Rohini, Delhi."
1369,2023-07-03,17:00,Monday,Mumbai,Kurla,Educational,Foggy,Assault,63.4,Medium,19.0375,72.8817,"An assault case was reported following an altercation in Kurla, Mumbai."
1370,2023-11-30,05:30,Thursday,Chennai,T Nagar,Commercial,Clear,Burglary,50.9,Medium,13.07,80.2307,"Forced entry and burglary was reported at a residence in T Nagar, Chennai."
1371,2023-09-05,19:30,Tuesday,Delhi,Dwarka,Residential,Rainy,Burglary,66.6,High,28.7293,77.1281,"A house burglary was reported in a residential complex in Dwarka, Delhi while occupants were away."
1372,2023-03-10,12:15,Friday,Lucknow,Hazratganj,Residential,Clear,Burglary,44.6,Medium,26.8455,80.9767,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
1373,2024-10-24,16:30,Thursday,Jaipur,Jagatpura,Commercial,Foggy,Theft,49.2,Medium,26.9013,75.7877,"A pickpocketing incident was reported in a crowded market in Jagatpura, Jaipur."
1374,2023-07-31,02:30,Monday,Delhi,Connaught Place,Industrial,Rainy,Burglary,89.0,High,28.69,77.0784,"A house burglary was reported in a residential complex in Connaught Place, Delhi while occupants were away."
1375,2023-07-23,00:15,Sunday,Pune,Shivajinagar,Commercial,Foggy,Robbery,53.0,Medium,18.5144,73.8676,"A chain/bag-snatching robbery was reported on the main road in Shivajinagar, Pune."
1376,2024-02-10,07:15,Saturday,Delhi,Rohini,Commercial,Clear,Burglary,67.8,High,28.6745,77.0904,"Forced entry and burglary was reported at a residence in Rohini, Delhi."
1377,2024-04-19,04:45,Friday,Pune,Kothrud,Commercial,Clear,Robbery,27.3,Low,18.5372,73.8089,"An armed robbery incident was reported at a shop in Kothrud, Pune."
1378,2024-04-21,12:45,Sunday,Bangalore,Electronic City,Commercial,Clear,Robbery,43.0,Medium,12.9731,77.5919,"An armed robbery incident was reported at a shop in Electronic City, Bangalore."
1379,2023-12-06,06:30,Wednesday,Mumbai,Powai,Commercial,Cloudy,Robbery,30.9,Low,19.1053,72.8851,"A robbery was reported near Powai, Mumbai — valuables snatched from a pedestrian."
1380,2024-10-07,16:30,Monday,Bangalore,Whitefield,Industrial,Clear,Theft,36.9,Medium,12.9852,77.5762,"A pickpocketing incident was reported in a crowded market in Whitefield, Bangalore."
1381,2023-02-22,16:00,Wednesday,Hyderabad,Madhapur,Industrial,Foggy,Theft,37.3,Medium,17.3867,78.5067,"A shop reported theft of goods overnight in Madhapur, Hyderabad."
1382,2023-06-07,12:30,Wednesday,Lucknow,Gomti Nagar,Commercial,Foggy,Theft,45.3,Medium,26.804,80.9777,"A theft case was reported in Gomti Nagar, Lucknow — a two-wheeler was stolen from a parking area."
1383,2023-10-10,12:15,Tuesday,Mumbai,Colaba,Educational,Clear,Robbery,33.5,Medium,19.032,72.8679,"A robbery was reported near Colaba, Mumbai — valuables snatched from a pedestrian."
1384,2024-03-13,17:30,Wednesday,Kolkata,Howrah,Commercial,Cloudy,Robbery,23.1,Low,22.6157,88.3358,"An armed robbery incident was reported at a shop in Howrah, Kolkata."
1385,2024-04-24,05:45,Wednesday,Mumbai,Borivali,Commercial,Clear,Robbery,28.3,Low,19.1239,72.8917,"An armed robbery incident was reported at a shop in Borivali, Mumbai."
1386,2024-08-13,17:30,Tuesday,Ahmedabad,Bapunagar,Residential,Rainy,Burglary,69.8,High,23.0627,72.5822,"Forced entry and burglary was reported at a residence in Bapunagar, Ahmedabad."
1387,2023-08-20,00:45,Sunday,Lucknow,Indira Nagar,Commercial,Foggy,Burglary,53.4,Medium,26.8228,81.0029,"Forced entry and burglary was reported at a residence in Indira Nagar, Lucknow."
1388,2023-09-21,03:15,Thursday,Bangalore,Jayanagar,Commercial,Cloudy,Robbery,54.8,Medium,13.0263,77.5903,"A robbery was reported near Jayanagar, Bangalore — valuables snatched from a pedestrian."
1389,2024-02-27,23:45,Tuesday,Mumbai,Powai,Commercial,Foggy,Robbery,55.1,Medium,19.0451,72.8925,"A chain/bag-snatching robbery was reported on the main road in Powai, Mumbai."
1390,2023-02-28,13:45,Tuesday,Mumbai,Powai,Commercial,Foggy,Robbery,36.0,Medium,19.0197,72.9302,"A robbery was reported near Powai, Mumbai — valuables snatched from a pedestrian."
1391,2024-05-13,15:45,Monday,Hyderabad,Banjara Hills,Residential,Cloudy,Burglary,30.5,Low,17.3594,78.5,"A house burglary was reported in a residential complex in Banjara Hills, Hyderabad while occupants were away."
1392,2024-09-04,10:45,Wednesday,Pune,Camp,Commercial,Clear,Robbery,30.7,Low,18.5489,73.8147,"An armed robbery incident was reported at a shop in Camp, Pune."
1393,2024-12-15,20:15,Sunday,Ahmedabad,Satellite,Educational,Clear,Assault,45.4,Medium,22.9785,72.6294,"A physical assault was reported near a public gathering spot in Satellite, Ahmedabad."
1394,2023-02-11,05:30,Saturday,Pune,Hinjewadi,Industrial,Rainy,Others,28.5,Low,18.4703,73.8014,"A miscellaneous public-nuisance/disturbance case was reported in Hinjewadi, Pune."
1395,2024-02-05,15:00,Monday,Chennai,Velachery,Educational,Rainy,Others,45.9,Medium,13.0858,80.3105,"A minor altercation/disturbance was reported near an institution in Velachery, Chennai."
1396,2024-04-18,19:30,Thursday,Delhi,Karol Bagh,Commercial,Cloudy,Robbery,81.6,High,28.6556,77.1153,"A chain/bag-snatching robbery was reported on the main road in Karol Bagh, Delhi."
1397,2024-02-07,10:15,Wednesday,Hyderabad,Hitech City,Residential,Foggy,Burglary,38.2,Medium,17.3861,78.4619,"Forced entry and burglary was reported at a residence in Hitech City, Hyderabad."
1398,2023-11-13,21:30,Monday,Kolkata,Gariahat,Commercial,Cloudy,Robbery,24.5,Low,22.5312,88.3134,"A chain/bag-snatching robbery was reported on the main road in Gariahat, Kolkata."
1399,2023-04-21,14:15,Friday,Mumbai,Bandra,Residential,Cloudy,Assault,51.1,Medium,19.0559,72.8561,"An assault case was reported following an altercation in Bandra, Mumbai."
1400,2024-02-24,03:30,Saturday,Ahmedabad,Chandkheda,Commercial,Cloudy,Robbery,72.7,High,23.0062,72.5583,"An armed robbery incident was reported at a shop in Chandkheda, Ahmedabad."
1401,2023-02-02,08:45,Thursday,Mumbai,Andheri,Residential,Cloudy,Burglary,56.3,Medium,19.132,72.9117,"Forced entry and burglary was reported at a residence in Andheri, Mumbai."
1402,2023-12-01,23:45,Friday,Ahmedabad,Maninagar,Commercial,Rainy,Robbery,83.4,High,23.0667,72.5335,"A robbery was reported near Maninagar, Ahmedabad — valuables snatched from a pedestrian."
1403,2023-04-06,15:30,Thursday,Hyderabad,Kukatpally,Educational,Cloudy,Assault,28.3,Low,17.3865,78.4861,"A physical assault was reported near a public gathering spot in Kukatpally, Hyderabad."
1404,2024-03-03,01:00,Sunday,Chennai,Velachery,Educational,Rainy,Others,62.4,Medium,13.0675,80.211,"A minor altercation/disturbance was reported near an institution in Velachery, Chennai."
1405,2023-08-05,04:30,Saturday,Jaipur,C Scheme,Residential,Rainy,Burglary,57.1,Medium,26.9716,75.8008,"A house burglary was reported in a residential complex in C Scheme, Jaipur while occupants were away."
1406,2024-04-10,23:30,Wednesday,Kolkata,Park Street,Educational,Foggy,Assault,28.6,Low,22.5615,88.3791,"An assault case was reported following an altercation in Park Street, Kolkata."
1407,2024-04-19,19:15,Friday,Ahmedabad,Chandkheda,Commercial,Rainy,Robbery,67.6,High,22.9943,72.6184,"A robbery was reported near Chandkheda, Ahmedabad — valuables snatched from a pedestrian."
1408,2024-02-09,08:00,Friday,Chennai,Guindy,Residential,Cloudy,Others,42.5,Medium,13.0766,80.2583,"A minor altercation/disturbance was reported near an institution in Guindy, Chennai."
1409,2023-10-08,17:45,Sunday,Bangalore,Koramangala,Residential,Clear,Others,55.4,Medium,13.007,77.6114,"A minor altercation/disturbance was reported near an institution in Koramangala, Bangalore."
1410,2024-05-23,18:15,Thursday,Lucknow,Hazratganj,Residential,Rainy,Burglary,60.3,Medium,26.8978,80.9329,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
1411,2023-01-15,21:45,Sunday,Delhi,Saket,Commercial,Clear,Robbery,64.4,Medium,28.7017,77.0544,"A chain/bag-snatching robbery was reported on the main road in Saket, Delhi."
1412,2024-11-04,09:30,Monday,Hyderabad,Secunderabad,Residential,Foggy,Burglary,33.2,Medium,17.4125,78.4701,"Forced entry and burglary was reported at a residence in Secunderabad, Hyderabad."
1413,2023-03-20,04:00,Monday,Hyderabad,Ameerpet,Residential,Clear,Theft,44.3,Medium,17.4174,78.5177,"A pickpocketing incident was reported in a crowded market in Ameerpet, Hyderabad."
1414,2024-04-07,10:00,Sunday,Delhi,Karol Bagh,Commercial,Foggy,Robbery,73.4,High,28.7178,77.1368,"An armed robbery incident was reported at a shop in Karol Bagh, Delhi."
1415,2023-06-30,12:15,Friday,Mumbai,Powai,Commercial,Rainy,Burglary,48.9,Medium,19.0904,72.934,"A house burglary was reported in a residential complex in Powai, Mumbai while occupants were away."
1416,2023-05-30,10:15,Tuesday,Mumbai,Bandra,Residential,Cloudy,Others,44.2,Medium,19.0918,72.8213,"A minor altercation/disturbance was reported near an institution in Bandra, Mumbai."
1417,2024-06-08,12:15,Saturday,Kolkata,Salt Lake,Residential,Cloudy,Burglary,19.1,Low,22.6054,88.3936,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
1418,2024-07-24,14:45,Wednesday,Chennai,Porur,Commercial,Rainy,Robbery,49.0,Medium,13.0277,80.265,"A robbery was reported near Porur, Chennai — valuables snatched from a pedestrian."
1419,2023-01-18,21:30,Wednesday,Lucknow,Chowk,Residential,Rainy,Burglary,54.5,Medium,26.9031,80.9896,"A house burglary was reported in a residential complex in Chowk, Lucknow while occupants were away."
1420,2024-08-31,16:00,Saturday,Delhi,Karol Bagh,Commercial,Cloudy,Robbery,73.8,High,28.7103,77.1339,"A robbery was reported near Karol Bagh, Delhi — valuables snatched from a pedestrian."
1421,2024-10-15,10:15,Tuesday,Lucknow,Hazratganj,Residential,Rainy,Burglary,49.3,Medium,26.7914,80.899,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
1422,2024-01-24,04:30,Wednesday,Delhi,Rohini,Commercial,Rainy,Others,67.0,High,28.7611,77.0862,"A minor altercation/disturbance was reported near an institution in Rohini, Delhi."
1423,2024-02-21,00:00,Wednesday,Hyderabad,Dilsukhnagar,Commercial,Rainy,Robbery,48.2,Medium,17.4293,78.5385,"A chain/bag-snatching robbery was reported on the main road in Dilsukhnagar, Hyderabad."
1424,2024-01-07,03:00,Sunday,Lucknow,Gomti Nagar,Commercial,Rainy,Robbery,59.9,Medium,26.8015,80.9554,"A chain/bag-snatching robbery was reported on the main road in Gomti Nagar, Lucknow."
1425,2023-02-20,08:30,Monday,Mumbai,Borivali,Commercial,Clear,Theft,41.2,Medium,19.0853,72.9006,"A pickpocketing incident was reported in a crowded market in Borivali, Mumbai."
1426,2023-04-13,12:00,Thursday,Jaipur,Mansarovar,Educational,Rainy,Others,55.3,Medium,26.9313,75.7596,"A miscellaneous public-nuisance/disturbance case was reported in Mansarovar, Jaipur."
1427,2023-04-07,18:00,Friday,Delhi,Karol Bagh,Commercial,Clear,Robbery,87.6,High,28.7412,77.0912,"A robbery was reported near Karol Bagh, Delhi — valuables snatched from a pedestrian."
1428,2024-08-28,17:15,Wednesday,Hyderabad,Secunderabad,Residential,Clear,Theft,39.5,Medium,17.4352,78.5108,"A theft case was reported in Secunderabad, Hyderabad — a two-wheeler was stolen from a parking area."
1429,2023-08-12,23:15,Saturday,Bangalore,Yelahanka,Industrial,Cloudy,Assault,54.5,Medium,12.9935,77.5632,"A physical assault was reported near a public gathering spot in Yelahanka, Bangalore."
1430,2024-08-13,23:15,Tuesday,Bangalore,Jayanagar,Commercial,Foggy,Robbery,51.5,Medium,12.9369,77.6146,"A robbery was reported near Jayanagar, Bangalore — valuables snatched from a pedestrian."
1431,2023-12-19,04:45,Tuesday,Jaipur,Mansarovar,Educational,Foggy,Assault,52.9,Medium,26.8823,75.83,"An assault case was reported following an altercation in Mansarovar, Jaipur."
1432,2024-10-25,19:45,Friday,Kolkata,New Town,Educational,Clear,Assault,33.4,Medium,22.5355,88.3343,"An assault case was reported following an altercation in New Town, Kolkata."
1433,2024-10-18,18:00,Friday,Lucknow,Aliganj,Commercial,Cloudy,Robbery,42.1,Medium,26.9065,80.9756,"A chain/bag-snatching robbery was reported on the main road in Aliganj, Lucknow."
1434,2023-05-17,06:30,Wednesday,Mumbai,Colaba,Educational,Clear,Others,40.7,Medium,19.1021,72.9173,"A miscellaneous public-nuisance/disturbance case was reported in Colaba, Mumbai."
1435,2023-12-16,06:45,Saturday,Kolkata,Salt Lake,Residential,Cloudy,Burglary,17.7,Low,22.5274,88.3482,"Forced entry and burglary was reported at a residence in Salt Lake, Kolkata."
1436,2024-03-30,21:15,Saturday,Kolkata,New Town,Educational,Cloudy,Assault,22.3,Low,22.617,88.4069,"An assault case was reported following an altercation in New Town, Kolkata."
1437,2023-10-08,13:00,Sunday,Ahmedabad,Naranpura,Residential,Rainy,Burglary,46.3,Medium,22.9699,72.6181,"A house burglary was reported in a residential complex in Naranpura, Ahmedabad while occupants were away."
1438,2023-07-28,13:00,Friday,Ahmedabad,Bapunagar,Residential,Rainy,Assault,58.3,Medium,23.0136,72.5131,"An assault case was reported following an altercation in Bapunagar, Ahmedabad."
1439,2023-12-23,09:15,Saturday,Lucknow,Mahanagar,Residential,Foggy,Burglary,40.3,Medium,26.8874,81.0018,"Forced entry and burglary was reported at a residence in Mahanagar, Lucknow."
1440,2023-08-14,14:15,Monday,Delhi,Vasant Kunj,Educational,Clear,Others,53.4,Medium,28.6902,77.1609,"A miscellaneous public-nuisance/disturbance case was reported in Vasant Kunj, Delhi."
1441,2024-01-15,16:30,Monday,Mumbai,Kurla,Educational,Clear,Others,48.3,Medium,19.1119,72.9073,"A miscellaneous public-nuisance/disturbance case was reported in Kurla, Mumbai."
1442,2023-09-05,09:30,Tuesday,Mumbai,Dadar,Residential,Cloudy,Burglary,53.1,Medium,19.0827,72.8913,"A house burglary was reported in a residential complex in Dadar, Mumbai while occupants were away."
1443,2023-06-02,00:30,Friday,Ahmedabad,Navrangpura,Commercial,Foggy,Robbery,73.7,High,22.9857,72.5244,"An armed robbery incident was reported at a shop in Navrangpura, Ahmedabad."
1444,2024-12-13,08:15,Friday,Kolkata,New Town,Educational,Foggy,Others,26.0,Low,22.5804,88.3467,"A minor altercation/disturbance was reported near an institution in New Town, Kolkata."
1445,2023-09-08,10:00,Friday,Ahmedabad,Vastrapur,Residential,Rainy,Burglary,51.1,Medium,23.0264,72.5706,"Forced entry and burglary was reported at a residence in Vastrapur, Ahmedabad."
1446,2024-12-07,02:00,Saturday,Jaipur,MI Road,Industrial,Cloudy,Assault,70.7,High,26.877,75.7768,"An assault case was reported following an altercation in MI Road, Jaipur."
1447,2023-05-19,07:15,Friday,Mumbai,Malad,Commercial,Cloudy,Robbery,41.9,Medium,19.0174,72.8882,"A robbery was reported near Malad, Mumbai — valuables snatched from a pedestrian."
1448,2023-08-03,02:30,Thursday,Hyderabad,Begumpet,Commercial,Cloudy,Robbery,45.6,Medium,17.355,78.4985,"A chain/bag-snatching robbery was reported on the main road in Begumpet, Hyderabad."
1449,2024-05-02,22:30,Thursday,Chennai,T Nagar,Commercial,Cloudy,Robbery,69.5,High,13.0235,80.3117,"A robbery was reported near T Nagar, Chennai — valuables snatched from a pedestrian."
1450,2023-04-13,02:15,Thursday,Kolkata,Esplanade,Commercial,Rainy,Robbery,28.3,Low,22.6248,88.3943,"A chain/bag-snatching robbery was reported on the main road in Esplanade, Kolkata."
1451,2023-04-10,20:00,Monday,Delhi,Connaught Place,Industrial,Rainy,Assault,83.5,High,28.6722,77.0479,"An assault case was reported following an altercation in Connaught Place, Delhi."
1452,2023-07-22,04:30,Saturday,Chennai,Adyar,Commercial,Foggy,Robbery,36.8,Medium,13.0969,80.2145,"A chain/bag-snatching robbery was reported on the main road in Adyar, Chennai."
1453,2024-10-04,09:45,Friday,Chennai,Tambaram,Residential,Cloudy,Burglary,50.5,Medium,13.0418,80.2561,"A house burglary was reported in a residential complex in Tambaram, Chennai while occupants were away."
1454,2024-06-29,05:45,Saturday,Pune,Koregaon Park,Commercial,Clear,Robbery,28.8,Low,18.4692,73.8465,"An armed robbery incident was reported at a shop in Koregaon Park, Pune."
1455,2023-09-30,22:30,Saturday,Chennai,Velachery,Educational,Foggy,Others,55.2,Medium,13.0866,80.2788,"A minor altercation/disturbance was reported near an institution in Velachery, Chennai."
1456,2024-09-17,14:30,Tuesday,Kolkata,Howrah,Commercial,Rainy,Robbery,24.4,Low,22.6006,88.3965,"A robbery was reported near Howrah, Kolkata — valuables snatched from a pedestrian."
1457,2023-10-30,12:45,Monday,Chennai,Mylapore,Commercial,Clear,Robbery,46.4,Medium,13.106,80.3188,"A robbery was reported near Mylapore, Chennai — valuables snatched from a pedestrian."
1458,2024-07-27,15:45,Saturday,Jaipur,Malviya Nagar,Residential,Cloudy,Theft,45.7,Medium,26.9575,75.8232,"A theft case was reported in Malviya Nagar, Jaipur — a two-wheeler was stolen from a parking area."
1459,2023-09-05,17:00,Tuesday,Bangalore,Koramangala,Residential,Rainy,Theft,58.0,Medium,12.9429,77.6005,"A theft case was reported in Koramangala, Bangalore — a two-wheeler was stolen from a parking area."
1460,2024-05-17,06:15,Friday,Bangalore,Hebbal,Educational,Cloudy,Theft,48.5,Medium,12.9293,77.5877,"A pickpocketing incident was reported in a crowded market in Hebbal, Bangalore."
1461,2023-11-26,14:15,Sunday,Jaipur,Malviya Nagar,Residential,Rainy,Burglary,60.8,Medium,26.8564,75.7287,"A house burglary was reported in a residential complex in Malviya Nagar, Jaipur while occupants were away."
1462,2023-03-27,10:15,Monday,Bangalore,MG Road,Educational,Clear,Assault,48.7,Medium,13.026,77.5464,"A physical assault was reported near a public gathering spot in MG Road, Bangalore."
1463,2023-06-03,11:30,Saturday,Bangalore,MG Road,Educational,Foggy,Others,64.7,Medium,12.9721,77.5694,"A minor altercation/disturbance was reported near an institution in MG Road, Bangalore."
1464,2023-03-29,17:15,Wednesday,Hyderabad,Secunderabad,Residential,Foggy,Burglary,41.2,Medium,17.4172,78.4448,"Forced entry and burglary was reported at a residence in Secunderabad, Hyderabad."
1465,2023-11-18,12:45,Saturday,Jaipur,MI Road,Industrial,Clear,Theft,59.1,Medium,26.8577,75.7332,"A shop reported theft of goods overnight in MI Road, Jaipur."
1466,2024-01-22,11:30,Monday,Hyderabad,Banjara Hills,Residential,Clear,Burglary,28.6,Low,17.3886,78.4753,"A house burglary was reported in a residential complex in Banjara Hills, Hyderabad while occupants were away."
1467,2023-06-02,08:15,Friday,Chennai,Mylapore,Commercial,Rainy,Robbery,45.4,Medium,13.0599,80.2311,"A chain/bag-snatching robbery was reported on the main road in Mylapore, Chennai."
1468,2024-07-19,22:00,Friday,Kolkata,Park Street,Educational,Foggy,Assault,30.4,Low,22.5618,88.4066,"A physical assault was reported near a public gathering spot in Park Street, Kolkata."
1469,2023-01-18,19:15,Wednesday,Lucknow,Chowk,Residential,Cloudy,Assault,46.7,Medium,26.7923,80.9009,"A physical assault was reported near a public gathering spot in Chowk, Lucknow."
1470,2024-07-23,16:00,Tuesday,Hyderabad,Ameerpet,Residential,Rainy,Assault,43.0,Medium,17.4278,78.448,"A physical assault was reported near a public gathering spot in Ameerpet, Hyderabad."
1471,2024-06-12,06:45,Wednesday,Ahmedabad,Vastrapur,Residential,Cloudy,Theft,46.2,Medium,22.9946,72.53,"A theft case was reported in Vastrapur, Ahmedabad — a two-wheeler was stolen from a parking area."
